text,label,nb_label
Welcome sa Bagong Pilipinas! <NAME> Click ang link para sa ID ng BagongPilipinas: https://bagong-pilipinas-serbisyo.s3.ap-southeast-1.amazonaws.com/id_card/rsdX7.png I-like ang page para sa chance manalo ng mga premyo. 1.(Bagong Pilipinas) http://facebook.com/BagongPilipinasSerbisyoFair,Ham,Ham
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,General Spam,Spam
You've got a PHP 3.00 Buy Load voucher! Use this to save on your next Buy Load purchase. Voucher is valid for 30 days.,Ham,Ham
Oic... I saw him too but i tot he din c me... I found a group liao...,Ham,Ham
tuloy ba yung lakad natin,Ham,Ham
500 free text msgs. Just text ok to 80488 and we'll credit your account,General Spam,Spam
AUB: Ur account is detected suspicious activity. Pls verify identity now d2: bit.ly/secure-ph-917142,Bank Scam,Spam
"We are unable to process your Bank Transfer to your LANDBANK / OFBank account. For assistance, please visit the GCash Help Center. Ticket No. 0003774632492.",Ham,Ham
"<REAL NAME>, Enjoy the hugely 3% deposit bonus. Win a luxurious Grand Fortuner, and Yamaha Nmax, and win prize up to P4,888! Dont miss out! wpgorush1.com",General Spam,Spam
Apple ID: Someone logged in from Manila. Secure account: bit.ly/secure-ph-928243,Phishing,Spam
"View statements, reorder checkbooks, avail installment plans, request loan documents and more. Log in to BDO Online now and bank your way!",Ham,Ham
Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19b2.xyz,Gambling,Spam
"Congratulations! You have won a 4-digit random amount, up to 7777P. Download the APP to claim it. https://super-ace.my","Gambling, Phishing",Spam
Verify your BDO mobile number to avoid account deletion. Update here: bit.ly/secure-ph-693192,Bank Scam,Spam
Verify your BDO mobile number to avoid account deletion. Update here: bit.ly/secure-ph-994108,Bank Scam,Spam
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartln.shop/rewards",General Spam,Spam
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",General Spam,Spam
"Hi, your GoUNLI has ended. Check out the complete list of available promos, dial *143# for free to see what promo is best for you.",Ham,Ham
Your One-Time Password (OTP) code is 856497. Use this code to activate your account DO NOT SHARE YOUR OTP TO ANYONE.,Ham,Ham
"Welcome October! New User, get 2000 bonus for High-Rate Slots Jackpot at SugarPlay! Don't miss out More 28888 Bonus in Promo Events! Join now at Sp7Go1.com",Gambling,Spam
"iho/iha nag ka mali ata ako ng pasa load. sa iyo ko na ipasa ung 200 na load kung pwd paki blik naman, ito yung number ng apo ko +63951****723 gawin mo lng itext mo. +63951****723 200 isend mo sa 808. replayan mo ng YES ang susunod na mensahe.Salamat nak pasensya na sa abala, pg palain ka sana",General Spam,Spam
nakatayo ako sa bus ngayon,Ham,Ham
"Hi, I'm recruiter for YouTube Liker. Your profile is selected for 500-1500 pay. Info: bit.ly/secure-ph-469019",General Spam,Spam
Surpresahin natin mamaya,Ham,Ham
"[Binance] Verification code: 126499. If this was not you, please inform Support. Beware of scam calls and SMS phishing. Verify sources with Binance Verify.",Ham,Ham
Love tips of the day: Be honest with your partner. Text YES to 8888.,General Spam,Spam
METRO-PORTAL: Alert! Unauthorized password change. Reset here: metro-reset-portal.net,General Spam,Spam
Withdraw your winnings in 2 mins! Join PH-BET now and get 448 free: bit.ly/secure-ph-587572,Gambling,Spam
"Hi, I'm recruiter for Remote Staff. Your profile is selected for 3000-8000 pay. Info: bit.ly/secure-ph-677521",General Spam,Spam
"<NAME>., Experience a birthday like no other at SUGARPLAY with up to PHP99,999 Sugary Birthday Bonus! sugarbstakes1.com",General Spam,Spam
28/11 19:42: P100.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:8KS2CSYKJO. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,Ham
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,Ham,Ham
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,General Spam,Spam
Laag mi diha ars ahhaha,General Spam,Spam
"<REAL NAME> ,Congratulations on getting the JACKPOTCITY VIP bonus and promotion!    Sign up now and get 20P and 5000CASH for free! jackpotcity888.com","Gambling, Phishing",Spam
"Stay connected today at mag ALL DATA 99 na dahil 2x more data ka na with 6 GB for all sites and apps, plus 6 GB all access data for free. All valid for 7 days. Subscribe to ALL DATA 99 via https://smrt.ph/GetSmartApp or dial *123#2# to subscribe.",Ham,Ham
Apple ID: Someone logged in from Manila. Secure account: bit.ly/secure-ph-247848,Phishing,Spam
ang tagal mo mag ayos,Ham,Ham
"Enjoy safe, fast, and convenient transactions with the new BDO Online app. Use QR to Send or Request Money and withdraw at QR-enabled BDO ATMs. Download now!",Ham,Ham
"22Dec 10:34: Paubos na ang iyong load. Pwede ka nang mag-loan ng P10 load + P4 fee. Maaari ring maka-avail ng iba pang loan offers! Itext lang ang YES (free) para sumang-ayon sa pagbibigay ng impormasyon tungkol sa iyong credit standing sa aming third party partners at ma-process ang iyong request. For more info, visit http://tntph.com/privacy-policy.",Ham,Ham
BOSS! MCW na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: flash-parcel-tracking.net,"Bank Scam, Gambling",Spam
Your application for a job with a daily salary of 2650 pesos has been approved. Start assigning w0rk. Onboarding consultation link: https://bit.ly/3a9EdUn,General Spam,Spam
Sali na sa pinaka-malambot na slots sa SUREWIN. Dito ang daming nananalo: bit.ly/secure-ph-278563,Gambling,Spam
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win at s0d8f.bid",Gambling,Spam
"Exciting GoJackpot Weekend is here! Get 50% WEEKEND BONUS, win 4777 Prize at Bustling Event. New users enjoy 153% & 777 Free Bonus for big win at GoJPLuck1.com",Gambling,Spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,General Spam,Spam
"Your promo will expire on 2024-03-01 09:37:50. Go for more with Go+99 and get 8GB data for all sites, 8GB choice of apps and unli allnet texts for 7 days, for only P99. Just register to Go+ via the GlobeOne app or dial *143# and choose Go+.",Ham,Ham
May dream gaming setup ka ba? Sagot ng GGives ang new consoles mo on easy installments. Level up with GGives.,Ham,Ham
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,General Spam,Spam
"fzmxm.hockerwrenlike.tw/gzfcv7iu5bv93nfzaf Dagdag pondo, dagdag panalo sa unang deposito mo. I-enjoy ang 100% bonus namin.",Gambling,Spam
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,General Spam,Spam
Looking for extra income? Zalora needs 50 people for remote work. Register: bit.ly/secure-ph-571211,Gambling,Spam
BOSS! WIN-PH na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: bdo-secure-login.xyz,"Bank Scam, Gambling",Spam
"Hello,<REAL NAME>! Alam mo ba? May 18-888 raffle ticket ka! I-click dito: beeph.eu/biwd para sa bonus mo!",General Spam,Spam
Ur Metrobank accnt will be deleted. Update info at bit.ly/ph-78129,Bank Scam,Spam
Imagine turning a small bet of 25 pesos into a huge 80k win with Gold Rush. It's possible! Find out how at clickhere.cx/9gvArNbal.,General Spam,Spam
Sali na sa pinaka-malambot na slots sa SUREWIN. Dito ang daming nananalo: bit.ly/secure-ph-269081,Gambling,Spam
I-download ang APP at makatanggap ng P17 cash  xcx12.bid,General Spam,Spam
"Ang OKADA Manila ay naglunsad ng online slot machine, maaari kang makakuha ng 177P nang libre kapag nagparehistro ka. www.Okdph.com",Gambling,Spam
Daily Bible verse: Learn a new Spanish word everyday. 5 pesos per day. Text STOP to 1234.,General Spam,Spam
Okiy po,Ham,Ham
HIRING: Online reviewer needed. P500 per task. Join: bit.ly/hiring-ph-task,Phishing,Spam
Your payment of P120.00 to SHOPEEPAY has been successfully processed on 10-28-21 11:32:38 AM. Ref. No. 837304367,Ham,Ham
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,Phishing,Spam
L0TT0-PH: Check result today! Baka ikaw na ang next winner. See results: lotto-ph-results.ph,Phishing,Spam
Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa lvv65a118l.uk/?6fg5dds,Bank Scam,Spam
Work from home! TikTok Shop online tasks. P947 per order. Msg us: wa.me/639130992551,Phishing,Spam
"Landline calls ba pero tipid sa load? May ALLNET w/ LANDLINE na sa TNT! Get up to 1,000 minutes of landline calls + Unli Calls & Texts to all valid for up to 1 year! Get it on smrt.ph/SmartApp or dial *123# NOW",Ham,Ham
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Ham,Ham
Naka data lang ako ngayon,Ham,Ham
"You're now registered to FamSURF50 with 5GB (for All Apps and Sites) for 3 days, valid until 2022-12-06, 23:15:44. For status, text FAMSURF STATUS. To stop, text FAMSURF STOP. For more info, text FAMSURF INFO and send to 8080.",Ham,Ham
1000% Luck bonus on ‚Ç±1000 balance. Register: bet37.tw/aB1,General Spam,Spam
Wag kna order bigyan nlng Kita drop by ka nlng dto or sa pag pa adjustment mo nlng,Ham,Ham
Puno na ba yung sakayan,Ham,Ham
We’d like to invite you to participate in a short survey to understand our customers better. GCASH WILL NEVER ASK FOR YOUR MPIN or OTP and your response will be confidential! Click this link to answer the survey: gcash.com/underwood-mc. A random number of customers who complete the survey will be given a GCash incentive.,Ham,Ham
Get a chances to have free 888 b0nus Click to register Goal11   Link > goal11.space,General Spam,Spam
"#BDOStopScam: Anyone asking you to ""activate"" something via ATM in exchange for an ""offer"" is a scammer. Don't provide any personal info and hang up!",Ham,Ham
You will be in the place of that man,Ham,Ham
"Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino! 177bet3.loan",Gambling,Spam
"Last chance to score a FREE gift, fam! Just buy 30GB No Expiry Data for P399 on the GOMO PH app. Promo ends today (April 30, 2024). Valid for selected GOMO users only. The free gift will be sent within 15 days after the end of the promo period. No advisories? Text OFF to 2686 for free.",Ham,Ham
"Missed calls, broken conversations? You deserve better! With Globe's reliable network, you can count on clear calls and nonstop texts anytime, anywhere. Discover strong connections with data and UNLI all-net calls & texts promos via GlobeOne, GCash, or any retailer near you today! No advisories? Text OFF to 2686 for free.",Ham,Ham
"Hi Mr/Ms <NAME>, RDCN 25637 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",General Spam,Spam
You have paid P100.00 of GCash to purchase Php 100 load for 09548058067 on 06-27-22 10:43 PM. Your GCash balance is P0.50. Ref. No. 030477096.,Ham,Ham
Netflix PH: Payment failed. Update billing to avoid interruption: bit.ly/ph-49949,Phishing,Spam
"Hi, I'm recruiter for Remote Staff. Your profile is selected for 2k-5k pay. Info: bit.ly/secure-ph-590620",General Spam,Spam
"<REAL NAME>, Your lucky stars are shining tonight WP! Register now and claim your 100% WELCOME BONUS! up to Php. 5,000! Sign up now wfifacup.com/7777FIFA","Gambling, Phishing",Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-798028,Phishing,Spam
Been to the mall lately? We value your insight. Complete a short survey and get P100 GCash for valid responses. https://boomerang.mychoicesurveys.com/#/tryhoptop/68b12c8e3ad7a2bca0e48bc8 Survey by Duxton Consulting https://www.duxtonconsulting.com/survey-faqs,Bank Scam,Spam
[#][TikTok] 708594 is your verification code DaewVlZQ+ns,Ham,Ham
Work from home! Facebook Affiliate online tasks. P653 per order. Msg us: wa.me/639980756383,Phishing,Spam
Hiring: Zalora Part-time/Homebase. Earn 500-1500 daily using phone. Msg us: t.me/earn-daily-ph,General Spam,Spam
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",General Spam,Spam
bonusph.tv/ftj Boost your game with our free deposit money. Perfect for your winning start.,General Spam,Spam
Looking for extra income? TikTok Shop needs 50 people for remote work. Register: bit.ly/secure-ph-856223,Gambling,Spam
"Happy day! <NAME>., Tell a friend right away to receive 30% Profit and a FREE P1000! Open VIP PLAN To Get Bonuses! unibetnow.com",General Spam,Spam
Gusto mo ba ng UNLI Fiber WiFi for as low as P299? #KayaMoNow dahil may Fiber na sa area niyo! Pa-install na ng GFiber Prepaid sa https://g1.onelink.me/KJve/djz3kmx3. Subject to serviceability checking. No advisories? Text OFF to 2686 for free.,Ham,Ham
"GJP Monday Adventure! Win a Xiaomi 14 in our Bet Tournament     Gojpsuper.de     New player special: 130% bonus + 1,000P! Join now and let the winning begin!",General Spam,Spam
Your payment of P149.00 to Netflix Inc. has been successfully processed on 03-27-22 03:24:19 PM. Ref. No. 055450832,Ham,Ham
"You have received P150.00 of GCash from BDO Unibank, Inc. with account ending in 6177. Your new balance is P178.00 09-05-22 09:37 AM. Ref. No. 0005789590526. Use now to buy load, purchase items, send money, pay bills and a lot more!",Ham,Ham
wag mo na pansinin yun haha,Ham,Ham
Wag ng tumingin pa sa iba. Dahil ang hinahanap m0 at hinahanap ng iba ay nandit0 lang kay playbingo.com.ph/LegitAPP subukan m0 na walang mawawala sayo,General Spam,Spam
"Did you request to SEND MONEY to ME****R F.'s GCash number, 09159574804 with amount of PHP 100.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 410920.",Ham,Ham
"Chinabank Alert! Someone tried to access your wallet from Russia. If not you, block: bit.ly/secure-ph-429578",Bank Scam,Spam
<NAME>.! Take on the challenge of Unibet's Daily Mission and earn up to 3000 pesos! Play and claim your rewards. uninowph0.com,Phishing,Spam
Ü wait 4 me in sch i finish ard 5..,Ham,Ham
Ur the lucky winner of iPad Air from PCSO Lotto. Valid for 24hrs. Pls call 09363336420.,Phishing,Spam
approve na ba yung vl mo,Ham,Ham
Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!  177betj.xyz,Gambling,Spam
"RCBC Alert! Someone tried to access your wallet from Quezon City. If not you, block: bit.ly/secure-ph-942947",Bank Scam,Spam
Verify your Unionbank mobile number to avoid account deletion. Update here: bit.ly/secure-ph-696566,Bank Scam,Spam
Hi guys I'm the admin for the online gaming group. We have free credits for new players today. Register now and win big: 777-casino-ph.pw,Gambling,Spam
"Hi there! You still have a few days left to grab your FREE 150MB for surfing valid for 2 days! Just load at least P10 one time by 08/10/2023. #BestTimeWithGlobe If you've already claimed your freebie, please disregard this message. REF#: FGRT1",Ham,Ham
Get ahead of your bills with the BDO Online app! Now you can set scheduled and recurring Pay Bills and Buy Load transactions. Try it now!,Ham,Ham
"Una deposito ng 197,may kasamang 197,may pagkakataong manalo ng exclusive member Red Envelope na may halagang upto P77777 na premyo!    p777b16.site",Gambling,Spam
"Say farewell to GCash load issues, it's GoJackpot time this weekend! Enjoy Free 777 & 105% Deposit, and win big slot prizes with your luck now at Gojpluck2.com","Bank Scam, Gambling",Spam
Ikaw muna mag bayad transfer ko maya,Ham,Ham
No need to spend a lot to get LTO-required vehicle insurance! Avail one for as low as P590 via GInsure! Go to your GCash dashboard & tap GInsure to learn more.,Ham,Ham
"Your One-Time Password (OTP) is 545689, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.593353",Ham,Ham
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-119272 to avoid deactivation.,Gambling,Spam
"Don't let the free unlimited calls slip! Download the GlobeOne app and join Globe Rewards by tapping REDEEM REWARDS and JOIN NOW. Once joined, use the app to buy promos to earn Globe Rewards points! For as low as 2 points, you can get UNLI calls to ALL networks, valid for 1 day (REWUNLICALL) in the app. REF# LS",Ham,Ham
"JP7 Daily L0g-in get f*ee Bo/nus 99-P, Claim Now: jp7.site/bc nNBA",General Spam,Spam
18/03 18:17: P50.00 loaded to 09129094503 from 09478580716 for 1 year. Ref:9CI9R40H8D. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,Ham
"Claim your FREEBIE of unli allnet texts, unli calls to Globe/TM and 50MB for surfing, valid for 3 days now! Simply load at least P50 one time before 11/01/2025. REF#: FGELE44",Ham,Ham
Laro na sa 777PUB! Get Daily 50 pesos free pag nag-register today. Link d2: bit.ly/secure-ph-248434,Gambling,Spam
lutuan mo nga ako ng itlog,Ham,Ham
Finished class where are you.,Ham,Ham
Withdraw your winnings in 2 mins! Join OKBET now and get 471 free: bit.ly/secure-ph-493029,Gambling,Spam
GrabExpress: Failed delivery attempt. Your package is held at warehouse. Pay fee to redeliver: wa.me/63912345678,Phishing,Spam
PCSO: Lucky number mo nanalo ng 1 Million! Tawagan si Secretary Reyes 09180593399.,General Spam,Spam
MA'AM/SIR! BDO iAccess needs validation due to suspicious activity: bit.ly/secure-ph-592867,Bank Scam,Spam
"PCSO: Lucky number mo nanalo ng P50,000 voucher! Tawagan si Secretary Lopez 09733067283.",Phishing,Spam
"DEAR VIP, <REAL NAME>, Experience the Best Cockfighting here in SBET. Join and Register now to gain up 88kPHP & 100 + Fighting bonuses, and got a chance to win worth million of cash! sbetcorkfight.com/SABONGNOW",Gambling,Spam
"Sa September 8, 2022, 9AM, makiisa sa Nationwide Simultaneous Earthquake Drill at mag-DUCK, COVER, and HOLD. Sundan ang Civil Defense PH Fb page para sa detalye",Ham,Ham
Fine if thats the way u feel. Thats the way its gota b,Ham,Ham
"Beat the holiday rush and get your drinks delivered to your doorstep. Swap 5GB of your No Expiry Data to get a voucher for FREE Delivery from Boozy! Head to the GOMO app, click 'Mo Creds, and select the 'Lifestyle' tab to see the offer. No advisories? Text OFF to 2686 for free.",Ham,Ham
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,General Spam,Spam
"slotsph.tv/jkFdeiGJ Libreng pera sa pag-sign up, kunin mo na at simulan ang paglalaro at pagwawagi.",Gambling,Spam
Paki print naman nung document,Ham,Ham
"This summer just got hotter! Download the GlobeOne app and join Globe Rewards by tapping REDEEM REWARDS and JOIN NOW. Use the app to buy your favorite promos like Go+99 to earn Globe Rewards points! Earn points, redeem rewards! REF# LS",Ham,Ham
Ur order #6515 is out for delivery. Tracking link: bit.ly/ph-86085,General Spam,Spam
"Unionbank Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: bit.ly/gcash-verify-me",Bank Scam,Spam
"Get rewarded with 50 U-COINs now! RUSH invites you to share your beauty goals by answering this short Al quiz featuring Unilever's U-COIN which can be exchanged for FREE GCash credits, online vouchers, shopping coupons, and more! Get rewarded now: bit.ly/bhprush4yf No msgs? Text STOP to 225687","Bank Scam, Gambling, Phishing",Spam
747LIVE: Free 100 credits! Register na & get free credits. Laro na: bit.ly/ph-74372,Gambling,Spam
network operator. The service is free. For T & C's visit 80488.biz,General Spam,Spam
Verify your Maya Bank mobile number to avoid account deletion. Update here: bit.ly/secure-ph-538165,Bank Scam,Spam
"Big wins, small bets! 20 pesos becomes 100K in 177bet. Dare to win a  ffx78.bid",Gambling,Spam
"Christopher, we were unable to deliver your package. Follow the link to schedule a new delivery date: https://r2m.in/xDC_xr",Ham,Ham
Looking for extra income? Zalora needs 50 people for remote work. Register: bit.ly/secure-ph-674487,Gambling,Spam
"Your BPI credit card has been used for P50,000 voucher. Report if unauthorized: bit.ly/secure-ph-871240","Bank Scam, Phishing",Spam
New member bonus from MCW! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-346995,"Bank Scam, Gambling",Spam
Part-time Job hiring! Facebook Affiliate is looking for staff. Earn flexible pay daily. Apply: bit.ly/secure-ph-651149,Phishing,Spam
Penge naman ako plato,Ham,Ham
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,General Spam,Spam
"Hi! We're sorry if you experienced difficulty in loading and registering to promos earlier due to a system issue. Rest assured that this has already been resolved, and you may now load and register to your favorite promos again. Thank you for understanding. Take care!",Ham,Ham
May promo pa rin? Sulitin mo na 'yan bago pa mag-expire! Expired na ang promo? Load your fave TIKTOK SAYA 50 with just a tap sa Smart App o sa suking tindahan!,Ham,Ham
Hiring: Lazada Part-time/Homebase. Earn 1k-3k daily using phone. Msg us: tinyurl.com/win-today-ph,Phishing,Spam
"Hi Mr/Ms <NAME>, Mr/Ms <NAME> has claimed RDCN: 42931 at Bucana. Thank you and have a good day!",Ham,Ham
"Hi Mr/Ms <NAME>, Mr/Ms <NAME> has claimed RDCN: 66488 at Bucana. Thank you and have a good day!",Ham,Ham
Facebook: Ur account will be disabled. Appeal here: bit.ly/ph-55711,General Spam,Spam
<REAL NAME> Kumita na sa SugarPlay! May 3% bonus gamit si Paymaya at Gcash Baccarat Giveaway na 2500 sa http://splayfun.com,"Bank Scam, Gambling",Spam
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Ham,Ham
"Enjoy a low fee of only P10 when you Send Money via InstaPay with the new BDO Online app! Got a BDO Online Banking account? Do this: 1. On the login screen, tap Need help logging in? > I'd like to reset my password 2. Set a new password. 3. Log in with your Online Banking username and new password. Download now!",Ham,Ham
"Hi! We're happy to inform you that our system activity is now completed, and you can now register to Home Prepaid WiFi promos. Just access the GlobeOne app at https://globeone.onelink.me/ej7I/G1SMS to get started. Take care!",Ham,Ham
cash on delivery po ba ito,Ham,Ham
May discount voucher ako dito,Ham,Ham
MAYA-Verify: Urgent notice! Update your KYC to keep funds safe: maya-kyc-check.ph,Bank Scam,Spam
saan tayo magkikita,Ham,Ham
wala na bang kanin,Ham,Ham
747LIVE: Daily 50 pesos free! Register na and start winning. Laro na d2: wa.me/63912345678,Gambling,Spam
New member bonus from 999BET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-925998,"Bank Scam, Gambling",Spam
Be secured from unpaid bills if you get into an accident. GInsure Bill Protect covers you for three years for less than 1% of your bill amount! Simply check the option on the screen when you Pay Bills using GCash.,Ham,Ham
Exclusive offer: 40% discount sa lahat ng cosmetics. Hanggang ubos ang stock.,General Spam,Spam
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,Ham,Ham
Okie...,Ham,Ham
"Hi! Please be reminded of an important network maintenance activity that we’ll be conducting in your area on August 23, 2024, between 01:00 PM-03:55 PM. During the activity, our call, text and browsing services may be temporarily unavailable for up to 55 minutes. We apologize for the inconvenience. Rest assured that we'll target to finish on time. Don’t worry, things will be back to normal once we wrap things up. We hope for your understanding.",Ham,Ham
"<NAME>., Register now and Cash in to claim up to P6,660 Welcome Bonus of 120% at buobetpromo.com",General Spam,Spam
"Save on transfer fees with BDO Pay. Send Money to another BDO account for free, or to other banks for a low InstaPay fee of P10. Download now!",Bank Scam,Spam
MAYA-Center: Security check needed. Please update your profile to keep using Maya: maya-sec-check.com,Bank Scam,Spam
Work from home! YouTube Liker online tasks. P790 per order. Msg us: wa.me/639879243988,Phishing,Spam
Your new GCash American Express Virtual Pay security code is 5894. You may change this code anytime via *143# or the GCash Mobile App for your security. Trace No 100438. Globe GCash. Love the way you pay.,Ham,Ham
Ur the lucky winner of iPad Air from Smart GigaLife. Valid for 24hrs. Pls call 09839726159.,Phishing,Spam
Ur the lucky winner of iPhone 15 Pro from SM Supermalls. Valid for 24hrs. Pls call 09375472941.,Phishing,Spam
You have received P148.50 GCash from 7eleven Kiosk w/ MSG - 2400-9000-2873. Your new balance is P254.57 01-09-24 12:12AM. Ref no. 0014427665527.,Ham,Ham
11/03 12:09: P50.00 loaded to 09129094503 from xxxxxxxx0975 for 1 year. Ref:ACB2638NEI.,Ham,Ham
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. tyyy.bid",General Spam,Spam
You are the lucky winner of Honda Click 125i from SM Supermalls Promo. Call 09253370665.,Phishing,Spam
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,Ham,Ham
"Mag-upgrade na ng appliances with GGives dahil waived ang last installment mo! Promo is available for 12 month installments at select stores. T&Cs apply. To learn more, login to GCash > tap Borrow > GGives > View More on our Special Offers.",Ham,Ham
"C0NGRATS! Napili ur # for P300k from 7-Eleven. To claim, call Atty. Bautista 09225866249.",Phishing,Spam
Your payment of P40.00 to SHOPEEPAY has been successfully processed on 03-30-22 12:24:31 AM. Ref. No. 557728746,Ham,Ham
"May chance kang magka-group QT with Kathryn Bernardo sa BONUS ROUND ng TNT Paskong Panalo Raffle! Siguraduhing naka-text ng ""RAFFLE"" to 5858 muna at mag-load ng SAYA ALL 149 from Dec 22-28 to earn raffle entries. Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://tntph.com/pp24tncdpn",Ham,Ham
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",Phishing,Spam
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,General Spam,Spam
Paki pirmahan nung form,Ham,Ham
Tara laro bago matulog,Ham,Ham
Part-time Job hiring! TikTok Shop is looking for staff. Earn 2k-5k daily. Apply: bit.ly/secure-ph-111866,Phishing,Spam
1/2 03-Dec 14:25: P5 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BL307MSJJK. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",General Spam,Spam
Your order #79940 delivery failed. Update address to avoid return: bit.ly/secure-ph-747529,Phishing,Spam
"Winner! Chosen mobile # for P50,000 voucher Shopee Raffle lucky draw. Claim at 09185564320.",Phishing,Spam
U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,General Spam,Spam
"Your One-Time Password (OTP) is 478225, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.285677",Ham,Ham
"Hi Mr/Ms <NAME>, RDCN 64568 can be claimed at any RDPawnshop, Penbank, Villarica & TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
PNB: Ur account is under review. Pls verify identity now d2: bit.ly/secure-ph-642031,Bank Scam,Spam
"NEVER SHARE YOUR OTP OR USE IT IN ANY LINK. You are about to pay PHP 312.06 to Seamoney Credit. Your OTP is 944161. If you DID NOT make this request, please ignore this message.",Ham,Ham
PCSO: Lucky number mo nanalo ng P300k! Tawagan si Secretary Garcia 09812445800.,General Spam,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-976214,Phishing,Spam
APP-GRADE to the new BDO Online app to continue to view your account balances and make transactions. Download the BDO Online app now!,Ham,Ham
"W19 Games offers 100% na cashback para sa mga bagong dating, hanggang ?19800! Magparehistro at mag-claim ngayon!  w19w9.xyz",Gambling,Spam
Missed call alert. These numbers called but left no message. 07008009200,General Spam,Spam
"K, can I pick up another 8th when you're done?",Ham,Ham
